time_mandante,time_visitante,proporcao_sucesso_mandante,proporcao_sucesso_visitante,gols_mandante,gols_visitante
FC Basel,FC Liverpool,1.52,1.87,1,0
FC Basel,Real Madrid CF,1.52,2.01,0,1
FC Basel,Futebol Clube do Porto,1.52,2.02,1,1
Bayer 04 Leverkusen,Sport Lisboa e Benfica,1.6,1.92,3,1
Bayer 04 Leverkusen,Atlético de Madrid,1.6,1.91,1,0
Bayer 04 Leverkusen,AS Mônaco,1.6,1.79,0,1
Bayer 04 Leverkusen,Zenit São Petersburgo,1.6,1.91,2,0
RSC Anderlecht,Galatasaray,1.74,1.61,2,0
RSC Anderlecht,FC Arsenal,1.74,1.94,1,2
RSC Anderlecht,Borussia Dortmund,1.74,2.01,0,3
Ludogorets Razgrad,FC Basel,1.88,1.52,1,0
Ludogorets Razgrad,Real Madrid CF,1.88,2.01,1,2
Ludogorets Razgrad,FC Liverpool,1.88,1.87,2,2
FC Paris Saint-Germain,Chelsea FC,1.96,1.68,1,1
FC Paris Saint-Germain,AFC Ajax,1.96,1.48,3,1
FC Paris Saint-Germain,APOEL Nicósia,1.96,1.61,1,0
FC Paris Saint-Germain,FC Barcelona,1.96,2.14,1,3
FC Paris Saint-Germain,FC Barcelona,1.96,2.14,3,2
FC Arsenal,AS Mônaco,1.94,1.79,1,3
FC Arsenal,RSC Anderlecht,1.94,1.74,3,3
FC Arsenal,Galatasaray,1.94,1.61,4,1
FC Arsenal,Borussia Dortmund,1.94,2.01,2,0
Zenit São Petersburgo,AS Mônaco,1.91,1.79,0,0
Zenit São Petersburgo,Sport Lisboa e Benfica,1.91,1.92,1,0
Zenit São Petersburgo,Bayer 04 Leverkusen,1.91,1.6,1,2
NK Maribor,Sporting CP,1.78,2.24,1,1
NK Maribor,Schalke 04,1.78,2.04,0,1
NK Maribor,Chelsea FC,1.78,1.68,1,1
Atlético de Madrid,Olympiacos Pireu,1.91,1.53,4,0
Atlético de Madrid,Real Madrid CF,1.91,2.01,0,0
Atlético de Madrid,Bayer 04 Leverkusen,1.91,1.6,4,2
Atlético de Madrid,Juventus FC,1.91,1.85,1,0
Atlético de Madrid,Malmö FF,1.91,1.64,5,0
FC Liverpool,FC Basel,1.87,1.52,1,1
FC Liverpool,Ludogorets Razgrad,1.87,1.88,2,1
FC Liverpool,Real Madrid CF,1.87,2.01,0,3
Manchester City FC,FC Bayern Munique,2.35,1.93,3,2
Manchester City FC,CSKA Moscovo,2.35,1.7,1,2
Manchester City FC,FC Barcelona,2.35,2.14,1,2
Manchester City FC,AS Roma,2.35,2.07,1,1
Sport Lisboa e Benfica,AS Mônaco,1.92,1.79,1,0
Sport Lisboa e Benfica,Bayer 04 Leverkusen,1.92,1.6,0,0
Sport Lisboa e Benfica,Zenit São Petersburgo,1.92,1.91,0,2
Sporting CP,Schalke 04,2.24,2.04,4,2
Sporting CP,NK Maribor,2.24,1.78,3,1
Sporting CP,Chelsea FC,2.24,1.68,0,1
FC Bayern Munique,Futebol Clube do Porto,1.93,2.02,6,1
FC Bayern Munique,Manchester City FC,1.93,2.35,1,0
FC Bayern Munique,AS Roma,1.93,2.07,2,0
FC Bayern Munique,CSKA Moscovo,1.93,1.7,3,0
FC Bayern Munique,FC Barcelona,1.93,2.14,3,2
AS Roma,CSKA Moscovo,2.07,1.7,5,1
AS Roma,Manchester City FC,2.07,2.35,0,2
AS Roma,FC Bayern Munique,2.07,1.93,1,7
Schalke 04,Sporting CP,2.04,2.24,4,3
Schalke 04,Chelsea FC,2.04,1.68,0,5
Schalke 04,NK Maribor,2.04,1.78,1,1
Schalke 04,Real Madrid CF,2.04,2.01,0,2
AFC Ajax,FC Barcelona,1.48,2.14,0,2
AFC Ajax,FC Paris Saint-Germain,1.48,1.96,1,1
AFC Ajax,APOEL Nicósia,1.48,1.61,4,0
Real Madrid CF,Schalke 04,2.01,2.04,3,4
Real Madrid CF,Juventus FC,2.01,1.85,1,1
Real Madrid CF,Atlético de Madrid,2.01,1.91,1,0
Real Madrid CF,FC Liverpool,2.01,1.87,1,0
Real Madrid CF,FC Basel,2.01,1.52,5,1
Real Madrid CF,Ludogorets Razgrad,2.01,1.88,4,0
Olympiacos Pireu,Atlético de Madrid,1.53,1.91,3,2
Olympiacos Pireu,Juventus FC,1.53,1.85,1,0
Olympiacos Pireu,Malmö FF,1.53,1.64,4,2
Athletic Bilbao,FK BATE Borisov,1.79,1.83,2,0
Athletic Bilbao,Futebol Clube do Porto,1.79,2.02,0,2
Malmö FF,Olympiacos Pireu,1.64,1.53,2,0
Malmö FF,Atlético de Madrid,1.64,1.91,0,2
Malmö FF,Juventus FC,1.64,1.85,0,2
CSKA Moscovo,AS Roma,1.7,2.07,1,1
CSKA Moscovo,Manchester City FC,1.7,2.35,2,2
CSKA Moscovo,FC Bayern Munique,1.7,1.93,0,1
FK BATE Borisov,Futebol Clube do Porto,1.83,2.02,0,3
FK BATE Borisov,Athletic Bilbao,1.83,1.79,2,1
APOEL Nicósia,FC Barcelona,1.61,2.14,0,4
APOEL Nicósia,FC Paris Saint-Germain,1.61,1.96,0,1
APOEL Nicósia,AFC Ajax,1.61,1.48,1,1
Chelsea FC,NK Maribor,1.68,1.78,6,0
Chelsea FC,Sporting CP,1.68,2.24,3,1
Chelsea FC,Schalke 04,1.68,2.04,1,1
Chelsea FC,FC Paris Saint-Germain,1.68,1.96,2,2
Futebol Clube do Porto,FC Bayern Munique,2.02,1.93,3,1
Futebol Clube do Porto,FK BATE Borisov,2.02,1.83,6,0
Futebol Clube do Porto,Athletic Bilbao,2.02,1.79,2,1
Futebol Clube do Porto,FC Basel,2.02,1.52,4,0
Juventus FC,AS Mônaco,1.85,1.79,1,0
Juventus FC,Atlético de Madrid,1.85,1.91,0,0
Juventus FC,Olympiacos Pireu,1.85,1.53,3,2
Juventus FC,Borussia Dortmund,1.85,2.01,2,1
Juventus FC,FC Barcelona,1.85,2.14,1,3
Juventus FC,Real Madrid CF,1.85,2.01,2,1
Juventus FC,Malmö FF,1.85,1.64,2,0
Shakhtar Donetsk,FC Paris Saint-Germain,,,0,3
Real Madrid CF,Shakhtar Donetsk,,,4,0
Shakhtar Donetsk,Malmö FF,,,4,0
FC Paris Saint-Germain,Shakhtar Donetsk,,,2,0
Malmö FF,Shakhtar Donetsk,,,1,0
Shakhtar Donetsk,Real Madrid CF,,,3,4
FC Barcelona,AS Roma,2.14,2.07,6,1
FC Barcelona,Atlético de Madrid,2.14,1.91,2,1
FC Barcelona,FC Arsenal,2.14,1.94,3,1
FC Barcelona,Bayer 04 Leverkusen,2.14,1.6,2,1
FC Barcelona,FK BATE Borisov,2.14,1.83,3,0
VfL Wolfsburg,Manchester United FC,1.8,2.09,3,2
VfL Wolfsburg,Real Madrid CF,1.8,2.01,2,0
VfL Wolfsburg,KAA Gent,1.8,1.61,1,0
VfL Wolfsburg,CSKA Moscovo,1.8,1.7,1,0
VfL Wolfsburg,PSV Eindhoven,1.8,1.6,2,0
Galatasaray,Atlético de Madrid,1.61,1.91,0,2
Galatasaray,Sport Lisboa e Benfica,1.61,1.92,2,1
Galatasaray,FC Astana,1.61,1.98,1,1
PSV Eindhoven,Manchester United FC,1.6,2.09,2,1
PSV Eindhoven,CSKA Moscovo,1.6,1.7,2,1
PSV Eindhoven,VfL Wolfsburg,1.6,1.8,2,0
PSV Eindhoven,Atlético de Madrid,1.6,1.91,0,0
Bayer 04 Leverkusen,FC Barcelona,1.6,2.14,1,1
Bayer 04 Leverkusen,FK BATE Borisov,1.6,1.83,4,1
Bayer 04 Leverkusen,AS Roma,1.6,2.07,4,4
Sevilla FC,Borussia Mönchengladbach,1.53,1.9,3,0
Sevilla FC,Juventus FC,1.53,1.85,1,0
Sevilla FC,Manchester City FC,1.53,2.35,1,3
Manchester United FC,PSV Eindhoven,2.09,1.6,0,0
Manchester United FC,CSKA Moscovo,2.09,1.7,1,0
Manchester United FC,VfL Wolfsburg,2.09,1.8,2,1
Olympique Lyon,KAA Gent,1.71,1.61,1,2
Olympique Lyon,Zenit São Petersburgo,1.71,1.91,0,2
Olympique Lyon,Valência CF,1.71,1.41,0,1
FC Paris Saint-Germain,Manchester City FC,1.96,2.35,2,2
FC Paris Saint-Germain,Chelsea FC,1.96,1.68,2,1
FC Paris Saint-Germain,Malmö FF,1.96,1.64,2,0
FC Paris Saint-Germain,Real Madrid CF,1.96,2.01,0,0
FC Arsenal,Olympiacos Pireu,1.94,1.53,2,3
FC Arsenal,FC Barcelona,1.94,2.14,0,2
FC Arsenal,FC Bayern Munique,1.94,1.93,2,0
FC Arsenal,GNK Dinamo Zagreb,1.94,1.91,3,0
Maccabi Tel Aviv,Dínamo Kiev,2.25,1.93,0,2
Maccabi Tel Aviv,Chelsea FC,2.25,1.68,0,4
Maccabi Tel Aviv,Futebol Clube do Porto,2.25,2.02,1,3
Zenit São Petersburgo,KAA Gent,1.91,1.61,2,1
Zenit São Petersburgo,Olympique Lyon,1.91,1.71,3,1
Zenit São Petersburgo,Sport Lisboa e Benfica,1.91,1.92,1,2
Zenit São Petersburgo,Valência CF,1.91,1.41,2,0
Atlético de Madrid,Galatasaray,1.91,1.61,2,0
Atlético de Madrid,FC Barcelona,1.91,2.14,2,0
Atlético de Madrid,Sport Lisboa e Benfica,1.91,1.92,1,2
Atlético de Madrid,FC Bayern Munique,1.91,1.93,1,0
Atlético de Madrid,FC Astana,1.91,1.98,4,0
Atlético de Madrid,PSV Eindhoven,1.91,1.6,8,7
Manchester City FC,Dínamo Kiev,2.35,1.93,0,0
Manchester City FC,FC Paris Saint-Germain,2.35,1.96,1,0
Manchester City FC,Borussia Mönchengladbach,2.35,1.9,4,2
Manchester City FC,Juventus FC,2.35,1.85,1,2
Manchester City FC,Sevilla FC,2.35,1.53,2,1
Manchester City FC,Real Madrid CF,2.35,2.01,0,0
Sport Lisboa e Benfica,FC Bayern Munique,1.92,1.93,2,2
Sport Lisboa e Benfica,FC Astana,1.92,1.98,2,0
Sport Lisboa e Benfica,Zenit São Petersburgo,1.92,1.91,1,0
Sport Lisboa e Benfica,Galatasaray,1.92,1.61,2,1
Sport Lisboa e Benfica,Atlético de Madrid,1.92,1.91,1,2
Valência CF,Olympique Lyon,1.41,1.71,0,2
Valência CF,KAA Gent,1.41,1.61,2,1
Valência CF,Zenit São Petersburgo,1.41,1.91,2,3
FC Bayern Munique,Olympiacos Pireu,1.93,1.53,4,0
FC Bayern Munique,Atlético de Madrid,1.93,1.91,2,1
FC Bayern Munique,Juventus FC,1.93,1.85,4,2
FC Bayern Munique,Sport Lisboa e Benfica,1.93,1.92,1,0
FC Bayern Munique,FC Arsenal,1.93,1.94,5,1
FC Bayern Munique,GNK Dinamo Zagreb,1.93,1.91,5,0
Borussia Mönchengladbach,Manchester City FC,1.9,2.35,1,2
Borussia Mönchengladbach,Sevilla FC,1.9,1.53,4,2
Borussia Mönchengladbach,Juventus FC,1.9,1.85,1,1
AS Roma,FC Barcelona,2.07,2.14,1,1
AS Roma,Bayer 04 Leverkusen,2.07,1.6,3,2
AS Roma,Real Madrid CF,2.07,2.01,0,2
AS Roma,FK BATE Borisov,2.07,1.83,0,0
Dínamo Kiev,Maccabi Tel Aviv,1.93,2.25,1,0
Dínamo Kiev,Chelsea FC,1.93,1.68,0,0
Dínamo Kiev,Manchester City FC,1.93,2.35,1,3
Dínamo Kiev,Futebol Clube do Porto,1.93,2.02,2,2
Real Madrid CF,Manchester City FC,2.01,2.35,1,0
Real Madrid CF,AS Roma,2.01,2.07,2,0
Real Madrid CF,Atlético de Madrid,2.01,1.91,6,4
Real Madrid CF,Malmö FF,2.01,1.64,8,0
Real Madrid CF,VfL Wolfsburg,2.01,1.8,3,0
Real Madrid CF,FC Paris Saint-Germain,2.01,1.96,1,0
Olympiacos Pireu,FC Bayern Munique,1.53,1.93,0,3
Olympiacos Pireu,GNK Dinamo Zagreb,1.53,1.91,2,1
Olympiacos Pireu,FC Arsenal,1.53,1.94,0,3
FC Astana,Atlético de Madrid,1.98,1.91,0,0
FC Astana,Sport Lisboa e Benfica,1.98,1.92,2,2
FC Astana,Galatasaray,1.98,1.61,2,2
Malmö FF,FC Paris Saint-Germain,1.64,1.96,0,5
Malmö FF,Real Madrid CF,1.64,2.01,0,2
GNK Dinamo Zagreb,Olympiacos Pireu,1.91,1.53,0,1
GNK Dinamo Zagreb,FC Arsenal,1.91,1.94,2,1
GNK Dinamo Zagreb,FC Bayern Munique,1.91,1.93,0,2
CSKA Moscovo,Manchester United FC,1.7,2.09,1,1
CSKA Moscovo,VfL Wolfsburg,1.7,1.8,0,2
CSKA Moscovo,PSV Eindhoven,1.7,1.6,3,2
FK BATE Borisov,FC Barcelona,1.83,2.14,0,2
FK BATE Borisov,AS Roma,1.83,2.07,3,2
FK BATE Borisov,Bayer 04 Leverkusen,1.83,1.6,1,1
KAA Gent,Zenit São Petersburgo,1.61,1.91,2,1
KAA Gent,VfL Wolfsburg,1.61,1.8,2,3
KAA Gent,Valência CF,1.61,1.41,1,0
KAA Gent,Olympique Lyon,1.61,1.71,1,1
Chelsea FC,Maccabi Tel Aviv,1.68,2.25,4,0
Chelsea FC,FC Paris Saint-Germain,1.68,1.96,1,2
Chelsea FC,Dínamo Kiev,1.68,1.93,2,1
Chelsea FC,Futebol Clube do Porto,1.68,2.02,2,0
Futebol Clube do Porto,Chelsea FC,2.02,1.68,2,1
Futebol Clube do Porto,Dínamo Kiev,2.02,1.93,0,2
Futebol Clube do Porto,Maccabi Tel Aviv,2.02,2.25,2,0
Juventus FC,Borussia Mönchengladbach,1.85,1.9,0,0
Juventus FC,Sevilla FC,1.85,1.53,2,0
Juventus FC,Manchester City FC,1.85,2.35,1,0
Juventus FC,FC Bayern Munique,1.85,1.93,2,2
FC Barcelona,Borussia Mönchengladbach,2.14,1.9,4,0
FC Barcelona,Juventus FC,2.14,1.85,0,0
FC Barcelona,FC Paris Saint-Germain,2.14,1.96,6,1
FC Barcelona,Manchester City FC,2.14,2.35,4,0
FC Barcelona,Celtic FC,2.14,1.77,7,0
PSV Eindhoven,FC Bayern Munique,1.6,1.93,1,2
PSV Eindhoven,FK Rostov,1.6,1.51,0,0
PSV Eindhoven,Atlético de Madrid,1.6,1.91,0,1
AS Mônaco,Juventus FC,1.79,1.85,0,2
AS Mônaco,Bayer 04 Leverkusen,1.79,1.6,1,1
AS Mônaco,"Tottenham Hotspur ",1.79,1.81,2,1
AS Mônaco,Borussia Dortmund,1.79,2.01,3,1
AS Mônaco,Manchester City FC,1.79,2.35,3,1
AS Mônaco,CSKA Moscovo,1.79,1.7,3,0
Borussia Dortmund,Real Madrid CF,2.01,2.01,2,2
Borussia Dortmund,Legia de Varsóvia,2.01,1.63,8,4
Borussia Dortmund,Sport Lisboa e Benfica,2.01,1.92,4,0
Borussia Dortmund,Sporting CP,2.01,2.24,1,0
Borussia Dortmund,AS Mônaco,2.01,1.79,2,3
FC Basel,FC Paris Saint-Germain,1.52,1.96,1,2
FC Basel,Ludogorets Razgrad,1.52,1.88,1,1
FC Basel,FC Arsenal,1.52,1.94,1,4
Club Brugge,Futebol Clube do Porto,1.69,2.02,1,2
Club Brugge,Leicester City FC,1.69,2.05,0,3
Club Brugge,FC Copenhagen,1.69,1.92,0,2
Napoli,Besiktas JK,1.73,3,2,3
Napoli,Sport Lisboa e Benfica,1.73,1.92,4,2
Napoli,Real Madrid CF,1.73,2.01,1,3
Napoli,Dínamo Kiev,1.73,1.93,0,0
Bayer 04 Leverkusen,Atlético de Madrid,1.6,1.91,2,4
Bayer 04 Leverkusen,CSKA Moscovo,1.6,1.7,2,2
Bayer 04 Leverkusen,AS Mônaco,1.6,1.79,3,0
Bayer 04 Leverkusen,"Tottenham Hotspur ",1.6,1.81,0,0
Besiktas JK,Dínamo Kiev,3,1.93,1,1
Besiktas JK,Sport Lisboa e Benfica,3,1.92,3,3
Besiktas JK,Napoli,3,1.73,1,1
Sevilla FC,Juventus FC,1.53,1.85,1,3
Sevilla FC,Leicester City FC,1.53,2.05,2,1
Sevilla FC,Olympique Lyon,1.53,1.71,1,0
Sevilla FC,GNK Dinamo Zagreb,1.53,1.91,4,0
Leicester City FC,Club Brugge,2.05,1.69,2,1
Leicester City FC,Atlético de Madrid,2.05,1.91,1,1
Leicester City FC,Sevilla FC,2.05,1.53,2,0
Leicester City FC,Futebol Clube do Porto,2.05,2.02,1,0
Leicester City FC,FC Copenhagen,2.05,1.92,1,0
Olympique Lyon,Juventus FC,1.71,1.85,0,1
Olympique Lyon,Sevilla FC,1.71,1.53,0,0
Olympique Lyon,GNK Dinamo Zagreb,1.71,1.91,3,0
Ludogorets Razgrad,FC Basel,1.88,1.52,0,0
Ludogorets Razgrad,FC Paris Saint-Germain,1.88,1.96,1,3
Ludogorets Razgrad,FC Arsenal,1.88,1.94,2,3
FC Paris Saint-Germain,Ludogorets Razgrad,1.96,1.88,2,2
FC Paris Saint-Germain,FC Basel,1.96,1.52,3,0
FC Paris Saint-Germain,FC Barcelona,1.96,2.14,4,0
FC Paris Saint-Germain,FC Arsenal,1.96,1.94,1,1
FC Arsenal,FC Basel,1.94,1.52,2,0
FC Arsenal,Ludogorets Razgrad,1.94,1.88,6,0
FC Arsenal,FC Bayern Munique,1.94,1.93,1,5
FC Arsenal,FC Paris Saint-Germain,1.94,1.96,2,2
Atlético de Madrid,Leicester City FC,1.91,2.05,1,0
Atlético de Madrid,FC Bayern Munique,1.91,1.93,1,0
Atlético de Madrid,FK Rostov,1.91,1.51,2,1
Atlético de Madrid,Bayer 04 Leverkusen,1.91,1.6,0,0
Atlético de Madrid,PSV Eindhoven,1.91,1.6,2,0
Atlético de Madrid,Real Madrid CF,1.91,2.01,2,1
Legia de Varsóvia,Borussia Dortmund,1.63,2.01,0,6
Legia de Varsóvia,Sporting CP,1.63,2.24,1,0
Legia de Varsóvia,Real Madrid CF,1.63,2.01,3,3
Manchester City FC,Celtic FC,2.35,1.77,1,1
Manchester City FC,AS Mônaco,2.35,1.79,5,3
Manchester City FC,Borussia Mönchengladbach,2.35,1.9,4,0
Manchester City FC,FC Barcelona,2.35,2.14,3,1
Sport Lisboa e Benfica,Besiktas JK,1.92,3,1,1
Sport Lisboa e Benfica,Borussia Dortmund,1.92,2.01,1,0
Sport Lisboa e Benfica,Napoli,1.92,1.73,1,2
Sport Lisboa e Benfica,Dínamo Kiev,1.92,1.93,1,0
Sporting CP,Legia de Varsóvia,2.24,1.63,2,0
Sporting CP,Borussia Dortmund,2.24,2.01,1,2
Sporting CP,Real Madrid CF,2.24,2.01,1,2
FC Bayern Munique,Real Madrid CF,1.93,2.01,1,2
FC Bayern Munique,PSV Eindhoven,1.93,1.6,4,1
FC Bayern Munique,Atlético de Madrid,1.93,1.91,1,0
FC Bayern Munique,FC Arsenal,1.93,1.94,5,1
FC Bayern Munique,FK Rostov,1.93,1.51,5,0
Borussia Mönchengladbach,FC Barcelona,1.9,2.14,1,2
Borussia Mönchengladbach,Celtic FC,1.9,1.77,1,1
Borussia Mönchengladbach,Manchester City FC,1.9,2.35,1,1
FC Copenhagen,Leicester City FC,1.92,2.05,0,0
FC Copenhagen,Futebol Clube do Porto,1.92,2.02,0,0
FC Copenhagen,Club Brugge,1.92,1.69,4,0
Dínamo Kiev,Sport Lisboa e Benfica,1.93,1.92,0,2
Dínamo Kiev,Besiktas JK,1.93,3,6,0
Dínamo Kiev,Napoli,1.93,1.73,1,2
FK Rostov,PSV Eindhoven,1.51,1.6,2,2
FK Rostov,Atlético de Madrid,1.51,1.91,0,1
FK Rostov,FC Bayern Munique,1.51,1.93,3,2
Celtic FC,Manchester City FC,1.77,2.35,3,3
Celtic FC,FC Barcelona,1.77,2.14,0,2
Celtic FC,Borussia Mönchengladbach,1.77,1.9,0,2
Real Madrid CF,Atlético de Madrid,2.01,1.91,3,0
Real Madrid CF,FC Bayern Munique,2.01,1.93,4,2
Real Madrid CF,Napoli,2.01,1.73,3,1
Real Madrid CF,Borussia Dortmund,2.01,2.01,2,2
Real Madrid CF,Sporting CP,2.01,2.24,2,1
Real Madrid CF,Legia de Varsóvia,2.01,1.63,5,1
"Tottenham Hotspur ",Bayer 04 Leverkusen,1.81,1.6,0,1
"Tottenham Hotspur ",CSKA Moscovo,1.81,1.7,3,1
"Tottenham Hotspur ",AS Mônaco,1.81,1.79,1,2
GNK Dinamo Zagreb,Sevilla FC,1.91,1.53,0,1
GNK Dinamo Zagreb,Olympique Lyon,1.91,1.71,0,1
GNK Dinamo Zagreb,Juventus FC,1.91,1.85,0,4
CSKA Moscovo,"Tottenham Hotspur ",1.7,1.81,0,1
CSKA Moscovo,AS Mônaco,1.7,1.79,1,1
CSKA Moscovo,Bayer 04 Leverkusen,1.7,1.6,1,1
Futebol Clube do Porto,Leicester City FC,2.02,2.05,5,0
Futebol Clube do Porto,FC Copenhagen,2.02,1.92,1,1
Futebol Clube do Porto,Club Brugge,2.02,1.69,1,0
Futebol Clube do Porto,Juventus FC,2.02,1.85,0,2
Juventus FC,Sevilla FC,1.85,1.53,0,0
Juventus FC,Futebol Clube do Porto,1.85,2.02,1,0
Juventus FC,Olympique Lyon,1.85,1.71,1,1
Juventus FC,AS Mônaco,1.85,1.79,2,1
Juventus FC,Real Madrid CF,1.85,2.01,1,4
Juventus FC,GNK Dinamo Zagreb,1.85,1.91,2,0
Juventus FC,FC Barcelona,1.85,2.14,3,0
Real Madrid CF,Juventus FC,,,1,3
Manchester United FC,FC Basel,,,3,0
AS Roma,FC Liverpool,,,4,2
AS Roma,FC Barcelona,,,3,0
FC Liverpool,AS Roma,,,5,2
Besiktas JK,FC Bayern Munique,,,1,3
Sport Lisboa e Benfica,CSKA Moscovo,,,1,2
Shakhtar Donetsk,AS Roma,,,2,1
Manchester City FC,FC Basel,,,1,2
Sevilla FC,Manchester United FC,,,0,0
Manchester City FC,FC Liverpool,,,1,2
Juventus FC,Real Madrid CF,,,0,3
FC Barcelona,AS Roma,,,4,1
FC Basel,Manchester City FC,,,0,4
FC Liverpool,Futebol Clube do Porto,,,0,0
"Tottenham Hotspur ",Juventus FC,,,1,2
Juventus FC,"Tottenham Hotspur ",,,2,2
FC Basel,CSKA Moscovo,,,1,2
Sevilla FC,FC Bayern Munique,,,1,2
AS Roma,Shakhtar Donetsk,,,1,0
FC Liverpool,Manchester City FC,,,3,0
Futebol Clube do Porto,FC Liverpool,,,0,5
Sport Lisboa e Benfica,Manchester United FC,,,0,1
CSKA Moscovo,FC Basel,,,0,2
Chelsea FC,FC Barcelona,,,1,1
FC Basel,Sport Lisboa e Benfica,,,5,0
FC Bayern Munique,Sevilla FC,,,0,0
Manchester United FC,Sevilla FC,,,1,2
FC Paris Saint-Germain,Real Madrid CF,,,1,2
FC Bayern Munique,Besiktas JK,,,5,0
FC Bayern Munique,Real Madrid CF,,,1,2
Real Madrid CF,FC Bayern Munique,,,2,2
CSKA Moscovo,Manchester United FC,,,1,4
Real Madrid CF,FC Liverpool,,,3,1
FC Barcelona,Chelsea FC,,,3,0
Real Madrid CF,FC Paris Saint-Germain,,,3,1
FC Barcelona,Sporting CP,2.14,2.24,2,0
FC Barcelona,Juventus FC,2.14,1.85,3,0
FC Barcelona,Olympiacos Pireu,2.14,1.53,3,1
Feyenoord,Napoli,2.05,1.73,2,1
Feyenoord,Manchester City FC,2.05,2.35,0,4
Feyenoord,Shakhtar Donetsk,2.05,2.08,1,2
RB Leipzig,Besiktas JK,2.04,3,1,2
RB Leipzig,AS Mônaco,2.04,1.79,1,1
RB Leipzig,Futebol Clube do Porto,2.04,2.02,3,2
AS Mônaco,Besiktas JK,1.79,3,1,2
AS Mônaco,RB Leipzig,1.79,2.04,1,4
AS Mônaco,Futebol Clube do Porto,1.79,2.02,0,3
Borussia Dortmund,APOEL Nicósia,2.01,1.61,1,1
Borussia Dortmund,Real Madrid CF,2.01,2.01,1,3
Borussia Dortmund,"Tottenham Hotspur ",2.01,1.81,1,2
FC Basel,Manchester United FC,1.52,2.09,1,0
Napoli,Shakhtar Donetsk,1.73,2.08,3,0
Napoli,Feyenoord,1.73,2.05,3,1
Napoli,Manchester City FC,1.73,2.35,2,4
RSC Anderlecht,Celtic FC,1.74,1.77,0,3
RSC Anderlecht,FC Bayern Munique,1.74,1.93,1,2
RSC Anderlecht,FC Paris Saint-Germain,1.74,1.96,0,4
Besiktas JK,Futebol Clube do Porto,3,2.02,1,1
Besiktas JK,AS Mônaco,3,1.79,1,1
Besiktas JK,RB Leipzig,3,2.04,2,0
Sevilla FC,Spartak Moskovo,1.53,1.48,2,1
Sevilla FC,NK Maribor,1.53,1.78,3,0
Sevilla FC,FC Liverpool,1.53,1.87,3,3
Manchester United FC,Sport Lisboa e Benfica,2.09,1.92,2,0
Manchester United FC,CSKA Moscovo,2.09,1.7,2,1
FC Paris Saint-Germain,FC Bayern Munique,1.96,1.93,3,0
FC Paris Saint-Germain,RSC Anderlecht,1.96,1.74,5,0
FC Paris Saint-Germain,Celtic FC,1.96,1.77,7,1
NK Maribor,FC Liverpool,1.78,1.87,0,7
NK Maribor,Spartak Moskovo,1.78,1.48,1,1
NK Maribor,Sevilla FC,1.78,1.53,1,1
Atlético de Madrid,AS Roma,1.91,2.07,2,0
Atlético de Madrid,Chelsea FC,1.91,1.68,1,2
Atlético de Madrid,Qarabağ FK,1.91,1.96,1,1
FC Liverpool,NK Maribor,1.87,1.78,3,0
FC Liverpool,Sevilla FC,1.87,1.53,2,2
FC Liverpool,Spartak Moskovo,1.87,1.48,7,0
Manchester City FC,Shakhtar Donetsk,2.35,2.08,2,0
Manchester City FC,Napoli,2.35,1.73,2,1
Manchester City FC,Feyenoord,2.35,2.05,1,0
Sport Lisboa e Benfica,FC Basel,1.92,1.52,0,2
Sporting CP,Juventus FC,2.24,1.85,1,1
Sporting CP,Olympiacos Pireu,2.24,1.53,3,1
Sporting CP,FC Barcelona,2.24,2.14,0,1
FC Bayern Munique,FC Paris Saint-Germain,1.93,1.96,3,1
FC Bayern Munique,Celtic FC,1.93,1.77,3,0
FC Bayern Munique,RSC Anderlecht,1.93,1.74,3,0
AS Roma,Chelsea FC,2.07,1.68,3,0
AS Roma,Atlético de Madrid,2.07,1.91,0,0
AS Roma,Qarabağ FK,2.07,1.96,1,0
Celtic FC,FC Bayern Munique,1.77,1.93,1,2
Celtic FC,FC Paris Saint-Germain,1.77,1.96,0,5
Celtic FC,RSC Anderlecht,1.77,1.74,0,1
Real Madrid CF,APOEL Nicósia,2.01,1.61,3,0
Real Madrid CF,Borussia Dortmund,2.01,2.01,3,2
Real Madrid CF,"Tottenham Hotspur ",2.01,1.81,1,1
Olympiacos Pireu,Juventus FC,1.53,1.85,0,2
Olympiacos Pireu,FC Barcelona,1.53,2.14,0,0
Olympiacos Pireu,Sporting CP,1.53,2.24,2,3
Qarabağ FK,AS Roma,1.96,2.07,1,2
Qarabağ FK,Chelsea FC,1.96,1.68,0,4
Qarabağ FK,Atlético de Madrid,1.96,1.91,0,0
"Tottenham Hotspur ",APOEL Nicósia,1.81,1.61,3,0
"Tottenham Hotspur ",Borussia Dortmund,1.81,2.01,3,1
"Tottenham Hotspur ",Real Madrid CF,1.81,2.01,3,1
CSKA Moscovo,Sport Lisboa e Benfica,1.7,1.92,2,0
Spartak Moskovo,Sevilla FC,1.48,1.53,5,1
Spartak Moskovo,FC Liverpool,1.48,1.87,1,1
Spartak Moskovo,NK Maribor,1.48,1.78,1,1
APOEL Nicósia,Real Madrid CF,1.61,2.01,0,6
APOEL Nicósia,Borussia Dortmund,1.61,2.01,1,1
APOEL Nicósia,"Tottenham Hotspur ",1.61,1.81,0,3
Chelsea FC,Qarabağ FK,1.68,1.96,6,0
Chelsea FC,Atlético de Madrid,1.68,1.91,1,1
Chelsea FC,AS Roma,1.68,2.07,3,3
